id_licitacao,entidade,categoria,quantidade,preco_mercado,preco_estimado,preco_vencedor,numero_licitantes,bdi_percentual,numero_aditivos,historico_contratos,classe
LIC-2025-22466,Secretaria de Educação do Estado do Ceará,Serviço de Engenharia,5,164696.08,159027.88,172374.56,3,0.1551,0,3,Não Fraudulenta
LIC-2025-22467,Universidade Federal da Paraíba,Equipamento de Informática,10,2193.31,2278.64,2261.74,4,0.2226,0,2,Não Fraudulenta
LIC-2025-22468,Prefeitura Municipal de João Pessoa,Mobiliário,20,940.48,874.55,894.09,3,0.1591,0,0,Não Fraudulenta
LIC-2025-22469,Governo do Estado de Pernambuco - Obras,Serviço de Limpeza,10,1852.47,1743.55,1747.77,4,0.155,0,0,Não Fraudulenta
LIC-2025-22470,Secretaria de Educação do Estado do Ceará,Medicamento,100,102.83,95.4,92.58,2,0.2297,0,1,Não Fraudulenta
LIC-2025-22471,Departamento Estadual de Trânsito de Minas Gerais,Medicamento,20,90.3,86.83,80.83,4,0.2352,0,1,Não Fraudulenta
LIC-2025-22472,Governo do Estado da Bahia - Secretaria de Saúde,Consultoria Técnica,10,15663.06,15849.18,31939.02,2,0.3108,1,3,Fraudulenta
LIC-2025-22473,Governo do Estado de Pernambuco - Obras,Consultoria Técnica,5,17299.18,17901.74,15692.78,4,0.2103,0,2,Não Fraudulenta
LIC-2025-22474,Governo do Estado da Bahia - Secretaria de Saúde,Serviço de Engenharia,5,209612.32,204889.49,191023.88,5,0.1718,0,1,Não Fraudulenta
LIC-2025-22475,Departamento Estadual de Trânsito de Minas Gerais,Serviço de Engenharia,50,173563.16,179046.87,183743.49,3,0.1522,1,0,Não Fraudulenta
LIC-2025-22476,Prefeitura Municipal de São Paulo,Mobiliário,50,780.89,764.06,712.0,5,0.1998,0,1,Não Fraudulenta
LIC-2025-22477,Prefeitura Municipal de São Paulo,Consultoria Técnica,10,16401.16,15777.37,17914.89,4,0.1998,0,2,Não Fraudulenta
LIC-2025-22478,Prefeitura Municipal de João Pessoa,Serviço de Engenharia,100,154630.11,157497.82,163314.83,5,0.1836,0,2,Não Fraudulenta
LIC-2025-22479,Secretaria de Educação do Estado do Ceará,Transporte Escolar,5,4409.34,4452.54,4402.07,4,0.1512,0,1,Não Fraudulenta
LIC-2025-22480,Prefeitura Municipal de São Paulo,Medicamento,50,92.14,88.03,97.01,5,0.1641,0,0,Não Fraudulenta
LIC-2025-22481,Câmara Municipal de Recife,Serviço de Engenharia,50,176236.77,183530.47,194441.18,3,0.2444,0,2,Não Fraudulenta
LIC-2025-22482,Prefeitura Municipal de São Paulo,Serviço de Engenharia,1,214008.38,205373.73,213087.71,3,0.2266,0,1,Não Fraudulenta
LIC-2025-22483,Departamento Estadual de Trânsito de Minas Gerais,Serviço de Limpeza,10,1865.31,1996.35,1585.62,5,0.1624,0,0,Não Fraudulenta
LIC-2025-22484,Prefeitura Municipal de João Pessoa,Serviço de Limpeza,5,1793.84,1822.36,1649.32,3,0.2477,0,1,Não Fraudulenta
LIC-2025-22485,Departamento Estadual de Trânsito de Minas Gerais,Medicamento,50,93.9,94.47,96.98,4,0.2162,0,2,Não Fraudulenta
LIC-2025-22486,Prefeitura Municipal de São Paulo,Mobiliário,10,764.84,752.39,715.58,3,0.2243,0,3,Não Fraudulenta
LIC-2025-22487,Câmara Municipal de Recife,Medicamento,5,92.9,90.03,79.28,4,0.1631,0,2,Não Fraudulenta
LIC-2025-22488,Secretaria de Educação do Estado do Ceará,Equipamento de Informática,20,2156.26,2022.58,2474.02,5,0.2093,0,2,Não Fraudulenta
LIC-2025-22489,Governo do Estado da Bahia - Secretaria de Saúde,Serviço de Engenharia,100,160861.27,147912.77,141357.63,3,0.1924,0,1,Não Fraudulenta
LIC-2025-22490,Câmara Municipal de Recife,Medicamento,10,85.29,87.13,84.83,2,0.2121,0,0,Não Fraudulenta
LIC-2025-22491,Governo do Estado de Pernambuco - Obras,Consultoria Técnica,10,14611.18,16021.5,15638.51,5,0.2235,1,0,Não Fraudulenta
LIC-2025-22492,Prefeitura Municipal de São Paulo,Material de Escritório,20,43.95,44.68,41.85,3,0.1761,0,3,Não Fraudulenta
LIC-2025-22493,Governo do Estado de Pernambuco - Obras,Material de Escritório,50,38.66,37.47,82.9,1,0.406,0,4,Fraudulenta
LIC-2025-22494,Governo do Estado de Pernambuco - Obras,Medicamento,20,119.92,120.34,130.22,4,0.1936,0,0,Não Fraudulenta
LIC-2025-22495,Governo do Estado de Pernambuco - Obras,Transporte Escolar,100,4735.03,4969.0,4373.06,5,0.1567,0,1,Não Fraudulenta
LIC-2025-22496,Prefeitura Municipal de São Paulo,Serviço de Limpeza,50,1337.99,1298.97,1417.89,4,0.2258,0,0,Não Fraudulenta
LIC-2025-22497,Câmara Municipal de Recife,Equipamento de Informática,20,2368.15,2325.96,2023.36,4,0.15,0,2,Não Fraudulenta
LIC-2025-22498,Universidade Federal da Paraíba,Medicamento,20,107.14,101.34,120.36,3,0.1657,0,1,Não Fraudulenta
LIC-2025-22499,Câmara Municipal de Recife,Mobiliário,5,776.44,719.96,765.75,3,0.2391,0,2,Não Fraudulenta
LIC-2025-22500,Governo do Estado da Bahia - Secretaria de Saúde,Serviço de Limpeza,20,1806.1,1695.6,3004.53,1,0.3321,0,2,Fraudulenta
LIC-2025-22501,Prefeitura Municipal de São Paulo,Medicamento,20,101.45,102.45,102.11,2,0.1932,0,0,Não Fraudulenta
LIC-2025-22502,Secretaria de Educação do Estado do Ceará,Material de Escritório,10,35.51,32.46,40.61,3,0.1961,0,5,Não Fraudulenta
LIC-2025-22503,Secretaria de Educação do Estado do Ceará,Material de Escritório,20,46.2,47.35,40.66,3,0.2477,0,1,Não Fraudulenta
LIC-2025-22504,Prefeitura Municipal de João Pessoa,Serviço de Limpeza,20,1878.16,1834.1,2671.36,2,0.4028,0,0,Fraudulenta
LIC-2025-22505,Câmara Municipal de Recife,Equipamento de Informática,50,2809.86,2596.6,3045.91,3,0.2457,0,3,Não Fraudulenta
LIC-2025-22506,Departamento Estadual de Trânsito de Minas Gerais,Transporte Escolar,10,3722.61,3985.26,3559.84,3,0.1633,0,0,Não Fraudulenta
LIC-2025-22507,Prefeitura Municipal de João Pessoa,Consultoria Técnica,20,16270.08,17332.88,15841.1,4,0.1575,0,0,Não Fraudulenta
LIC-2025-22508,Universidade Federal da Paraíba,Medicamento,10,88.45,84.68,84.7,3,0.1912,0,0,Não Fraudulenta
LIC-2025-22509,Governo do Estado de Pernambuco - Obras,Serviço de Limpeza,10,1316.93,1348.17,1253.61,3,0.2316,0,0,Não Fraudulenta
LIC-2025-22510,Universidade Federal da Paraíba,Serviço de Limpeza,20,1693.56,1727.31,1468.36,3,0.1739,0,1,Não Fraudulenta
LIC-2025-22511,Governo do Estado da Bahia - Secretaria de Saúde,Mobiliário,5,811.23,746.98,820.53,5,0.1899,0,0,Não Fraudulenta
LIC-2025-22512,Câmara Municipal de Recife,Equipamento de Informática,5,2192.6,2307.61,4819.16,1,0.3725,0,3,Fraudulenta
LIC-2025-22513,Universidade Federal da Paraíba,Mobiliário,100,824.76,814.27,722.37,2,0.169,0,2,Não Fraudulenta
LIC-2025-22514,Governo do Estado de Pernambuco - Obras,Equipamento de Informática,5,2562.92,2687.43,2639.82,4,0.1557,0,0,Não Fraudulenta
LIC-2025-22515,Governo do Estado de Pernambuco - Obras,Material de Escritório,20,35.88,38.31,37.42,4,0.2395,0,0,Não Fraudulenta
LIC-2025-22516,Universidade Federal da Paraíba,Medicamento,50,104.74,107.03,96.85,2,0.2013,0,1,Não Fraudulenta
LIC-2025-22517,Governo do Estado de Pernambuco - Obras,Serviço de Limpeza,20,1670.65,1778.33,1768.57,4,0.1947,0,0,Não Fraudulenta
LIC-2025-22518,Câmara Municipal de Recife,Material de Escritório,50,37.25,36.19,37.24,4,0.2272,0,2,Não Fraudulenta
LIC-2025-22519,Prefeitura Municipal de João Pessoa,Material de Escritório,5,46.31,47.95,40.18,4,0.2066,0,3,Não Fraudulenta
LIC-2025-22520,Universidade Federal da Paraíba,Equipamento de Informática,50,2075.06,2220.81,2143.58,2,0.2271,0,2,Não Fraudulenta
LIC-2025-22521,Governo do Estado de Pernambuco - Obras,Transporte Escolar,1,3844.85,3492.61,4385.76,4,0.1724,0,1,Não Fraudulenta
LIC-2025-22522,Prefeitura Municipal de João Pessoa,Equipamento de Informática,20,2400.45,2529.27,2285.83,4,0.2049,0,0,Não Fraudulenta
LIC-2025-22523,Departamento Estadual de Trânsito de Minas Gerais,Equipamento de Informática,20,2154.0,2287.9,3178.57,1,0.3001,0,4,Fraudulenta
LIC-2025-22524,Prefeitura Municipal de João Pessoa,Medicamento,100,95.69,95.2,89.39,5,0.1832,0,0,Não Fraudulenta
LIC-2025-22525,Governo do Estado de Pernambuco - Obras,Equipamento de Informática,50,2774.2,2661.19,2943.88,3,0.2101,0,0,Não Fraudulenta
LIC-2025-22526,Prefeitura Municipal de João Pessoa,Serviço de Limpeza,20,1580.66,1561.2,1354.58,3,0.1621,0,0,Não Fraudulenta
LIC-2025-22527,Prefeitura Municipal de São Paulo,Serviço de Limpeza,100,1452.95,1500.52,2733.69,2,0.3296,1,5,Fraudulenta
LIC-2025-22528,Universidade Federal da Paraíba,Medicamento,20,92.77,88.75,90.59,3,0.2104,0,0,Não Fraudulenta
LIC-2025-22529,Universidade Federal da Paraíba,Serviço de Engenharia,20,173467.64,166354.86,315124.68,2,0.4247,0,5,Fraudulenta
LIC-2025-22530,Departamento Estadual de Trânsito de Minas Gerais,Serviço de Limpeza,10,1395.48,1310.65,1575.97,2,0.2094,0,1,Não Fraudulenta
LIC-2025-22531,Câmara Municipal de Recife,Consultoria Técnica,100,13021.53,12032.96,22020.28,1,0.3532,1,3,Fraudulenta
LIC-2025-22532,Prefeitura Municipal de João Pessoa,Serviço de Limpeza,50,1428.97,1376.0,1248.67,3,0.1948,0,0,Não Fraudulenta
LIC-2025-22533,Governo do Estado da Bahia - Secretaria de Saúde,Material de Escritório,10,44.07,47.07,38.44,2,0.2257,0,1,Não Fraudulenta
LIC-2025-22534,Departamento Estadual de Trânsito de Minas Gerais,Mobiliário,10,874.54,818.07,771.59,5,0.2342,0,2,Não Fraudulenta
LIC-2025-22535,Prefeitura Municipal de São Paulo,Mobiliário,10,904.72,929.66,897.39,3,0.1998,0,3,Não Fraudulenta
LIC-2025-22536,Universidade Federal da Paraíba,Medicamento,20,105.72,107.38,232.55,1,0.3472,0,1,Fraudulenta
LIC-2025-22537,Câmara Municipal de Recife,Serviço de Limpeza,10,1792.73,1711.26,1658.94,4,0.2315,0,2,Não Fraudulenta
LIC-2025-22538,Governo do Estado da Bahia - Secretaria de Saúde,Serviço de Limpeza,20,1541.43,1417.54,1323.37,5,0.2108,0,2,Não Fraudulenta
LIC-2025-22539,Universidade Federal da Paraíba,Material de Escritório,100,33.47,32.34,38.07,5,0.2138,0,0,Não Fraudulenta
LIC-2025-22540,Prefeitura Municipal de João Pessoa,Serviço de Limpeza,100,1557.71,1462.63,1372.9,4,0.2125,0,1,Não Fraudulenta
LIC-2025-22541,Câmara Municipal de Recife,Consultoria Técnica,20,14862.68,13389.12,14192.01,3,0.1722,0,1,Não Fraudulenta
LIC-2025-22542,Prefeitura Municipal de São Paulo,Material de Escritório,10,45.94,47.24,51.43,4,0.1728,0,4,Não Fraudulenta
LIC-2025-22543,Prefeitura Municipal de São Paulo,Consultoria Técnica,5,13467.36,13723.5,15315.92,3,0.1957,0,1,Não Fraudulenta
LIC-2025-22544,Prefeitura Municipal de São Paulo,Mobiliário,5,934.72,1003.44,901.49,2,0.2316,1,1,Não Fraudulenta
LIC-2025-22545,Secretaria de Educação do Estado do Ceará,Equipamento de Informática,10,2502.27,2670.66,4564.81,1,0.3378,1,0,Fraudulenta
LIC-2025-22546,Prefeitura Municipal de João Pessoa,Transporte Escolar,20,3653.51,3777.35,7265.55,2,0.4451,2,1,Fraudulenta
LIC-2025-22547,Secretaria de Educação do Estado do Ceará,Material de Escritório,20,41.65,37.71,77.79,2,0.4341,0,1,Fraudulenta
LIC-2025-22548,Governo do Estado de Pernambuco - Obras,Medicamento,20,110.12,116.51,96.77,3,0.2432,0,1,Não Fraudulenta
LIC-2025-22549,Departamento Estadual de Trânsito de Minas Gerais,Medicamento,50,116.49,113.88,115.35,5,0.2269,0,0,Não Fraudulenta
LIC-2025-22550,Universidade Federal da Paraíba,Mobiliário,50,875.87,792.37,1701.23,1,0.4276,1,0,Fraudulenta
LIC-2025-22551,Governo do Estado de Pernambuco - Obras,Material de Escritório,20,35.08,34.54,39.0,3,0.2308,0,1,Não Fraudulenta
LIC-2025-22552,Prefeitura Municipal de João Pessoa,Consultoria Técnica,50,12186.89,13139.45,11270.74,5,0.1679,1,1,Não Fraudulenta
LIC-2025-22553,Prefeitura Municipal de João Pessoa,Consultoria Técnica,20,16418.8,15288.47,14447.84,5,0.1796,0,2,Não Fraudulenta
LIC-2025-22554,Departamento Estadual de Trânsito de Minas Gerais,Consultoria Técnica,50,13183.52,13808.16,11239.62,2,0.1992,0,3,Não Fraudulenta
LIC-2025-22555,Governo do Estado de Pernambuco - Obras,Serviço de Engenharia,100,197089.55,210071.23,368343.25,1,0.3306,1,1,Fraudulenta
LIC-2025-22556,Universidade Federal da Paraíba,Material de Escritório,20,41.05,37.59,43.68,2,0.226,0,1,Não Fraudulenta
LIC-2025-22557,Departamento Estadual de Trânsito de Minas Gerais,Medicamento,50,83.78,82.17,93.23,4,0.1525,0,0,Não Fraudulenta
LIC-2025-22558,Secretaria de Educação do Estado do Ceará,Material de Escritório,5,42.08,43.46,47.79,4,0.1506,0,1,Não Fraudulenta
LIC-2025-22559,Câmara Municipal de Recife,Medicamento,20,118.42,127.54,190.99,2,0.4201,0,3,Fraudulenta
LIC-2025-22560,Governo do Estado de Pernambuco - Obras,Consultoria Técnica,50,16067.11,15003.44,17230.85,5,0.1723,1,0,Não Fraudulenta
LIC-2025-22561,Prefeitura Municipal de São Paulo,Mobiliário,20,956.58,941.07,1068.76,4,0.1997,0,0,Não Fraudulenta
LIC-2025-22562,Governo do Estado de Pernambuco - Obras,Mobiliário,5,1064.23,1120.44,916.0,4,0.1544,0,1,Não Fraudulenta
LIC-2025-22563,Câmara Municipal de Recife,Consultoria Técnica,20,13680.72,14117.34,14522.11,5,0.1887,0,2,Não Fraudulenta
LIC-2025-22564,Governo do Estado de Pernambuco - Obras,Material de Escritório,50,32.82,30.66,47.99,1,0.2894,0,1,Fraudulenta
LIC-2025-22565,Departamento Estadual de Trânsito de Minas Gerais,Medicamento,20,89.04,80.47,83.98,3,0.1945,0,2,Não Fraudulenta
LIC-2025-22566,Governo do Estado da Bahia - Secretaria de Saúde,Mobiliário,20,796.83,837.53,1428.64,1,0.3919,2,2,Fraudulenta
LIC-2025-22567,Secretaria de Educação do Estado do Ceará,Mobiliário,50,906.58,898.06,934.3,5,0.2084,0,2,Não Fraudulenta
LIC-2025-22568,Câmara Municipal de Recife,Mobiliário,20,1069.72,1095.05,1131.12,4,0.1514,0,2,Não Fraudulenta
LIC-2025-22569,Departamento Estadual de Trânsito de Minas Gerais,Consultoria Técnica,20,17899.93,17158.48,31217.65,1,0.3393,0,5,Fraudulenta
LIC-2025-22570,Secretaria de Educação do Estado do Ceará,Transporte Escolar,20,3919.45,4210.12,3735.72,2,0.1668,0,2,Não Fraudulenta
LIC-2025-22571,Universidade Federal da Paraíba,Serviço de Engenharia,20,211517.28,217948.0,216572.69,3,0.2371,0,1,Não Fraudulenta
LIC-2025-22572,Governo do Estado da Bahia - Secretaria de Saúde,Consultoria Técnica,20,16314.1,14814.47,14462.48,3,0.2162,0,1,Não Fraudulenta
LIC-2025-22573,Secretaria de Educação do Estado do Ceará,Mobiliário,20,752.77,764.4,1205.8,1,0.2986,2,4,Fraudulenta
LIC-2025-22574,Câmara Municipal de Recife,Serviço de Engenharia,50,212942.84,199011.87,184835.08,4,0.2081,0,1,Não Fraudulenta
LIC-2025-22575,Secretaria de Educação do Estado do Ceará,Transporte Escolar,50,3242.63,3344.34,5191.39,2,0.3277,1,1,Fraudulenta
LIC-2025-22576,Câmara Municipal de Recife,Serviço de Engenharia,50,148699.58,137600.49,326437.49,1,0.4324,2,3,Fraudulenta
LIC-2025-22577,Governo do Estado da Bahia - Secretaria de Saúde,Mobiliário,5,876.15,923.79,805.32,2,0.2421,0,1,Não Fraudulenta
LIC-2025-22578,Governo do Estado de Pernambuco - Obras,Mobiliário,50,1045.95,1003.57,1866.55,1,0.3509,1,1,Fraudulenta
LIC-2025-22579,Governo do Estado de Pernambuco - Obras,Medicamento,50,105.75,102.08,114.17,3,0.1739,0,3,Não Fraudulenta
LIC-2025-22580,Prefeitura Municipal de João Pessoa,Consultoria Técnica,20,16926.12,16552.62,17371.08,4,0.1549,0,2,Não Fraudulenta
LIC-2025-22581,Governo do Estado da Bahia - Secretaria de Saúde,Serviço de Limpeza,20,1363.46,1291.18,1166.18,4,0.2165,0,2,Não Fraudulenta
LIC-2025-22582,Secretaria de Educação do Estado do Ceará,Mobiliário,20,1047.46,1032.08,901.45,2,0.1581,0,1,Não Fraudulenta
LIC-2025-22583,Prefeitura Municipal de João Pessoa,Transporte Escolar,50,3471.94,3295.91,3296.37,3,0.1838,0,5,Não Fraudulenta
LIC-2025-22584,Câmara Municipal de Recife,Consultoria Técnica,20,16713.53,16884.01,34223.7,2,0.4195,0,1,Fraudulenta
LIC-2025-22585,Prefeitura Municipal de São Paulo,Mobiliário,20,768.2,750.59,713.99,4,0.2355,0,1,Não Fraudulenta
LIC-2025-22586,Universidade Federal da Paraíba,Material de Escritório,5,43.28,45.32,42.95,5,0.1667,0,0,Não Fraudulenta
LIC-2025-22587,Prefeitura Municipal de São Paulo,Material de Escritório,50,35.66,33.2,31.14,2,0.1607,0,2,Não Fraudulenta
LIC-2025-22588,Governo do Estado da Bahia - Secretaria de Saúde,Consultoria Técnica,10,16865.81,16871.95,16626.76,2,0.247,0,0,Não Fraudulenta
LIC-2025-22589,Departamento Estadual de Trânsito de Minas Gerais,Transporte Escolar,10,3726.94,3513.82,4152.84,2,0.1852,0,0,Não Fraudulenta
LIC-2025-22590,Governo do Estado de Pernambuco - Obras,Serviço de Engenharia,20,194385.16,200371.15,206438.96,5,0.1846,1,0,Não Fraudulenta
LIC-2025-22591,Universidade Federal da Paraíba,Medicamento,10,81.95,84.43,170.17,2,0.2849,1,2,Fraudulenta
LIC-2025-22592,Departamento Estadual de Trânsito de Minas Gerais,Serviço de Limpeza,50,1748.78,1706.27,1738.19,5,0.1752,0,1,Não Fraudulenta
LIC-2025-22593,Secretaria de Educação do Estado do Ceará,Medicamento,100,92.23,92.38,195.69,2,0.4371,1,1,Fraudulenta
LIC-2025-22594,Prefeitura Municipal de João Pessoa,Equipamento de Informática,20,2607.26,2829.64,2766.1,5,0.1652,1,2,Não Fraudulenta
LIC-2025-22595,Secretaria de Educação do Estado do Ceará,Material de Escritório,10,32.43,35.49,28.48,5,0.2105,1,0,Não Fraudulenta
LIC-2025-22596,Departamento Estadual de Trânsito de Minas Gerais,Equipamento de Informática,10,2669.65,2459.51,2623.74,2,0.18,1,0,Não Fraudulenta
LIC-2025-22597,Câmara Municipal de Recife,Equipamento de Informática,10,2536.21,2622.93,2729.66,2,0.1894,0,2,Não Fraudulenta
LIC-2025-22598,Prefeitura Municipal de São Paulo,Medicamento,10,82.97,87.09,128.49,1,0.3587,0,3,Fraudulenta
LIC-2025-22599,Prefeitura Municipal de João Pessoa,Serviço de Limpeza,10,1506.32,1540.6,1607.11,3,0.2304,0,2,Não Fraudulenta
LIC-2025-22600,Prefeitura Municipal de São Paulo,Serviço de Engenharia,10,188988.57,171181.17,194593.02,5,0.2377,0,1,Não Fraudulenta
LIC-2025-22601,Secretaria de Educação do Estado do Ceará,Transporte Escolar,10,4439.77,4105.29,5031.2,4,0.2282,1,1,Não Fraudulenta
LIC-2025-22602,Câmara Municipal de Recife,Transporte Escolar,20,3910.79,3763.08,3868.72,2,0.1775,0,3,Não Fraudulenta
LIC-2025-22603,Secretaria de Educação do Estado do Ceará,Transporte Escolar,20,4407.8,4455.74,5038.34,5,0.2169,1,3,Não Fraudulenta
LIC-2025-22604,Secretaria de Educação do Estado do Ceará,Serviço de Engenharia,50,173275.14,161454.57,187169.48,2,0.1978,0,3,Não Fraudulenta
LIC-2025-22605,Governo do Estado da Bahia - Secretaria de Saúde,Consultoria Técnica,20,17001.48,16197.87,19175.9,4,0.2172,0,1,Não Fraudulenta
LIC-2025-22606,Governo do Estado da Bahia - Secretaria de Saúde,Serviço de Engenharia,5,176739.3,175161.64,183880.57,5,0.2152,1,2,Não Fraudulenta
LIC-2025-22607,Secretaria de Educação do Estado do Ceará,Medicamento,5,103.19,101.04,104.53,5,0.2472,0,1,Não Fraudulenta
LIC-2025-22608,Secretaria de Educação do Estado do Ceará,Material de Escritório,10,36.27,38.55,39.25,3,0.1943,0,1,Não Fraudulenta
LIC-2025-22609,Departamento Estadual de Trânsito de Minas Gerais,Material de Escritório,10,46.46,48.83,52.73,3,0.1581,0,2,Não Fraudulenta
LIC-2025-22610,Governo do Estado da Bahia - Secretaria de Saúde,Equipamento de Informática,50,2073.75,2090.35,2331.95,3,0.2398,0,2,Não Fraudulenta
LIC-2025-22611,Prefeitura Municipal de João Pessoa,Equipamento de Informática,20,2388.51,2519.48,4179.35,2,0.3492,0,2,Fraudulenta
LIC-2025-22612,Governo do Estado da Bahia - Secretaria de Saúde,Consultoria Técnica,20,17519.29,16156.38,18721.12,2,0.1523,0,1,Não Fraudulenta
LIC-2025-22613,Secretaria de Educação do Estado do Ceará,Material de Escritório,50,42.51,41.08,48.45,2,0.2,0,0,Não Fraudulenta
LIC-2025-22614,Prefeitura Municipal de João Pessoa,Material de Escritório,1,32.22,31.09,65.83,2,0.2904,0,0,Fraudulenta
LIC-2025-22615,Secretaria de Educação do Estado do Ceará,Consultoria Técnica,5,13937.54,13641.22,13502.01,3,0.1746,0,1,Não Fraudulenta
LIC-2025-22616,Secretaria de Educação do Estado do Ceará,Material de Escritório,100,34.09,34.81,30.39,3,0.228,0,1,Não Fraudulenta
LIC-2025-22617,Governo do Estado de Pernambuco - Obras,Transporte Escolar,10,3456.12,3737.68,2979.63,3,0.1846,0,0,Não Fraudulenta
LIC-2025-22618,Governo do Estado de Pernambuco - Obras,Transporte Escolar,50,4162.49,4049.45,4279.19,4,0.1812,0,0,Não Fraudulenta
LIC-2025-22619,Câmara Municipal de Recife,Serviço de Engenharia,20,215214.94,194269.2,186937.04,3,0.1906,1,0,Não Fraudulenta
LIC-2025-22620,Governo do Estado da Bahia - Secretaria de Saúde,Transporte Escolar,50,3832.86,4071.47,3303.1,5,0.1583,0,1,Não Fraudulenta
LIC-2025-22621,Prefeitura Municipal de São Paulo,Consultoria Técnica,20,16945.74,18593.97,15818.85,4,0.2206,0,1,Não Fraudulenta
LIC-2025-22622,Universidade Federal da Paraíba,Serviço de Limpeza,5,1689.99,1843.4,1923.49,5,0.2403,1,3,Não Fraudulenta
LIC-2025-22623,Secretaria de Educação do Estado do Ceará,Medicamento,5,85.37,77.23,182.33,2,0.3331,1,1,Fraudulenta
LIC-2025-22624,Prefeitura Municipal de São Paulo,Equipamento de Informática,50,2338.66,2431.67,2338.71,4,0.1657,1,0,Não Fraudulenta
LIC-2025-22625,Governo do Estado de Pernambuco - Obras,Medicamento,20,116.64,127.04,104.18,4,0.1542,0,2,Não Fraudulenta
LIC-2025-22626,Prefeitura Municipal de João Pessoa,Consultoria Técnica,20,17527.65,17938.54,16666.68,2,0.1756,0,0,Não Fraudulenta
LIC-2025-22627,Prefeitura Municipal de João Pessoa,Material de Escritório,20,43.32,45.35,46.57,4,0.1512,0,1,Não Fraudulenta
LIC-2025-22628,Departamento Estadual de Trânsito de Minas Gerais,Consultoria Técnica,5,12266.38,11430.79,13103.8,3,0.2442,0,1,Não Fraudulenta
LIC-2025-22629,Prefeitura Municipal de João Pessoa,Mobiliário,20,771.65,756.91,1214.04,1,0.3459,1,4,Fraudulenta
LIC-2025-22630,Universidade Federal da Paraíba,Consultoria Técnica,100,12325.2,12790.88,12107.2,2,0.1931,1,2,Não Fraudulenta
LIC-2025-22631,Prefeitura Municipal de João Pessoa,Serviço de Limpeza,10,1291.98,1406.44,1254.83,5,0.2027,0,0,Não Fraudulenta
LIC-2025-22632,Prefeitura Municipal de São Paulo,Medicamento,20,116.73,118.1,100.31,3,0.2073,0,2,Não Fraudulenta
LIC-2025-22633,Prefeitura Municipal de São Paulo,Consultoria Técnica,1,16685.08,16754.75,19014.57,2,0.2041,0,1,Não Fraudulenta
LIC-2025-22634,Governo do Estado de Pernambuco - Obras,Consultoria Técnica,5,15966.81,16396.26,14006.05,3,0.215,0,1,Não Fraudulenta
LIC-2025-22635,Câmara Municipal de Recife,Transporte Escolar,10,4554.74,4804.61,5060.94,4,0.2019,1,2,Não Fraudulenta
LIC-2025-22636,Câmara Municipal de Recife,Serviço de Limpeza,100,1469.25,1325.03,1297.14,3,0.2326,0,0,Não Fraudulenta
LIC-2025-22637,Departamento Estadual de Trânsito de Minas Gerais,Material de Escritório,50,40.07,40.17,44.45,3,0.1594,0,2,Não Fraudulenta
LIC-2025-22638,Prefeitura Municipal de São Paulo,Serviço de Limpeza,5,1702.95,1763.02,1878.08,5,0.1706,0,0,Não Fraudulenta
LIC-2025-22639,Departamento Estadual de Trânsito de Minas Gerais,Equipamento de Informática,50,2414.28,2266.17,2639.28,2,0.1541,0,2,Não Fraudulenta
LIC-2025-22640,Governo do Estado de Pernambuco - Obras,Material de Escritório,20,44.8,45.06,45.02,5,0.1736,0,0,Não Fraudulenta
LIC-2025-22641,Prefeitura Municipal de São Paulo,Serviço de Limpeza,50,1543.54,1496.58,1741.18,5,0.1642,1,1,Não Fraudulenta
LIC-2025-22642,Prefeitura Municipal de São Paulo,Serviço de Limpeza,10,1605.89,1480.06,1759.8,3,0.1853,0,1,Não Fraudulenta
LIC-2025-22643,Governo do Estado de Pernambuco - Obras,Mobiliário,10,815.26,879.47,1409.71,1,0.431,0,3,Fraudulenta
LIC-2025-22644,Governo do Estado da Bahia - Secretaria de Saúde,Mobiliário,20,876.16,848.52,903.49,5,0.186,1,0,Não Fraudulenta
LIC-2025-22645,Departamento Estadual de Trânsito de Minas Gerais,Serviço de Limpeza,100,1504.31,1468.12,1602.8,4,0.198,0,0,Não Fraudulenta
LIC-2025-22646,Governo do Estado da Bahia - Secretaria de Saúde,Serviço de Limpeza,10,1501.45,1519.09,1596.0,4,0.1735,0,0,Não Fraudulenta
LIC-2025-22647,Departamento Estadual de Trânsito de Minas Gerais,Serviço de Limpeza,50,1345.32,1407.11,1320.0,4,0.1536,0,2,Não Fraudulenta
LIC-2025-22648,Prefeitura Municipal de São Paulo,Mobiliário,10,906.75,928.93,1009.22,3,0.1536,0,2,Não Fraudulenta
LIC-2025-22649,Governo do Estado da Bahia - Secretaria de Saúde,Material de Escritório,100,37.1,37.34,78.2,2,0.3132,2,7,Fraudulenta
LIC-2025-22650,Governo do Estado de Pernambuco - Obras,Medicamento,10,105.45,110.36,91.97,4,0.2461,0,0,Não Fraudulenta
LIC-2025-22651,Governo do Estado da Bahia - Secretaria de Saúde,Serviço de Limpeza,1,1431.87,1489.12,1257.26,3,0.2196,0,3,Não Fraudulenta
LIC-2025-22652,Universidade Federal da Paraíba,Consultoria Técnica,50,13810.7,13018.09,13225.98,2,0.1783,0,1,Não Fraudulenta
LIC-2025-22653,Governo do Estado da Bahia - Secretaria de Saúde,Equipamento de Informática,10,2569.56,2476.31,2733.61,2,0.1776,0,0,Não Fraudulenta
